"Route ID","标题","国家组合","主策略","辅助策略","Planner Reason","Quality Score","Composition Score","Review Status","是否进入 Feed","数据来源","疑似问题"
"materialized-1ijoasx-49992","吉尔吉斯斯坦8天公路自驾：吉尔吉斯斯坦门户城市到吉尔吉斯斯坦地方生活区","KG","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天为交通体验和沿线停留留出基本时间。 | Theme:旅行风格=公路自驾，把自驾公路作为体验主线，价值来自驾驶自由与多目的地差异。 | Transport:相邻段最大约55公里，跨度约55公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-y6357t-50009","柬埔寨7天经典首访：柬埔寨门户城市到柬埔寨地方生活区","KH","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天适合串联4个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留4个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约62公里，跨度约62公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-loaded-by-repository;not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-49wz7k-50026","基里巴斯8天铁路旅程：基里巴斯门户城市到基里巴斯地方生活区","KI","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天为交通体验和沿线停留留出基本时间。 | Theme:旅行风格=铁路旅程，把铁路过程作为体验主线，价值来自沿线风景与站点的有机串联。 | Transport:相邻段最大约63公里，跨度约63公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-1bkejhc-50043","科摩罗7天主题游：科摩罗门户城市到科摩罗地方生活区","KM","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天让单一主题在4个目的地递进展开，体验有层次。 | Theme:旅行风格=主题游，围绕单一主题在多目的地递进展开，价值来自主题深度而非目的地数量。 | Transport:相邻段最大约62公里，跨度约62公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-1mahkvr-50060","圣基茨和尼维斯8天经典首访：圣基茨和尼维斯门户城市到圣基茨和尼维斯地方生活区","KN","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天适合串联4个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留4个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约62公里，跨度约62公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-1ignrwh-50077","朝鲜7天经典首访：朝鲜门户城市到朝鲜地方生活区","KP","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天适合串联4个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留4个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约55公里，跨度约55公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-19cls1n-50094","韩国7天经典首访：韩国门户城市到韩国地方生活区","KR","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天适合串联4个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留4个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约56公里，跨度约56公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-11voq81-50111","科威特7天公路自驾：科威特门户城市到科威特地方生活区","KW","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天为交通体验和沿线停留留出基本时间。 | Theme:旅行风格=公路自驾，把自驾公路作为体验主线，价值来自驾驶自由与多目的地差异。 | Transport:相邻段最大约58公里，跨度约58公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-cl9pj7-50128","哈萨克斯坦7天经典首访：哈萨克斯坦门户城市到哈萨克斯坦地方生活区","KZ","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天适合串联4个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留4个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约52公里，跨度约52公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-1lju1e5-50145","老挝8天铁路旅程：老挝门户城市到老挝地方生活区","LA","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天为交通体验和沿线停留留出基本时间。 | Theme:旅行风格=铁路旅程，把铁路过程作为体验主线，价值来自沿线风景与站点的有机串联。 | Transport:相邻段最大约61公里，跨度约61公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-loaded-by-repository;not-feed-eligible;country-combo-overused;planner-reason-repeated"
"materialized-antchi-50162","黎巴嫩7天主题游：黎巴嫩门户城市到黎巴嫩地方生活区","LB","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天让单一主题在4个目的地递进展开，体验有层次。 | Theme:旅行风格=主题游，围绕单一主题在多目的地递进展开，价值来自主题深度而非目的地数量。 | Transport:相邻段最大约57公里，跨度约57公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-1jn6is3-50179","圣卢西亚7天经典首访：圣卢西亚门户城市到圣卢西亚地方生活区","LC","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天适合串联4个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留4个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约62公里，跨度约62公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-3m43ox-50196","列支敦士登7天经典首访：列支敦士登门户城市到列支敦士登地方生活区","LI","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天适合串联4个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留4个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约52公里，跨度约52公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-81wc5n-50213","斯里兰卡8天经典首访：斯里兰卡门户城市到斯里兰卡地方生活区","LK","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天适合串联4个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留4个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约63公里，跨度约63公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-1cdca9d-50230","利比里亚7天公路自驾：利比里亚门户城市到利比里亚地方生活区","LR","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天为交通体验和沿线停留留出基本时间。 | Theme:旅行风格=公路自驾，把自驾公路作为体验主线，价值来自驾驶自由与多目的地差异。 | Transport:相邻段最大约63公里，跨度约63公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-z479er-50247","莱索托7天经典首访：莱索托门户城市到莱索托地方生活区","LS","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天适合串联4个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留4个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约58公里，跨度约58公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-1nrrx0c-50264","立陶宛8天铁路旅程：立陶宛门户城市到立陶宛地方生活区","LT","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天为交通体验和沿线停留留出基本时间。 | Theme:旅行风格=铁路旅程，把铁路过程作为体验主线，价值来自沿线风景与站点的有机串联。 | Transport:相邻段最大约49公里，跨度约49公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-loaded-by-repository;not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-dftchx-50281","卢森堡7天主题游：卢森堡门户城市到卢森堡地方生活区","LU","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天让单一主题在4个目的地递进展开，体验有层次。 | Theme:旅行风格=主题游，围绕单一主题在多目的地递进展开，价值来自主题深度而非目的地数量。 | Transport:相邻段最大约51公里，跨度约51公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-loaded-by-repository;not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-4hgnfm-50298","拉脱维亚7天经典首访：拉脱维亚门户城市到拉脱维亚地方生活区","LV","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天适合串联4个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留4个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约48公里，跨度约48公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-1f1kmu9-50315","利比亚8天经典首访：利比亚门户城市到利比亚地方生活区","LY","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天适合串联4个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留4个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约59公里，跨度约59公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-162rouu-50332","摩洛哥8天经典首访：摩洛哥门户城市到摩洛哥地方生活区","MA","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天适合串联4个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留4个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约59公里，跨度约59公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-1d4n03f-50349","摩纳哥8天公路自驾：摩纳哥门户城市到摩纳哥地方生活区","MC","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天为交通体验和沿线停留留出基本时间。 | Theme:旅行风格=公路自驾，把自驾公路作为体验主线，价值来自驾驶自由与多目的地差异。 | Transport:相邻段最大约53公里，跨度约53公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-162g4bz-50366","摩尔多瓦7天经典首访：摩尔多瓦门户城市到摩尔多瓦地方生活区","MD","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天适合串联4个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留4个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约52公里，跨度约52公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-1mdpbq-50383","黑山8天铁路旅程：黑山门户城市到黑山地方生活区","ME","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天为交通体验和沿线停留留出基本时间。 | Theme:旅行风格=铁路旅程，把铁路过程作为体验主线，价值来自沿线风景与站点的有机串联。 | Transport:相邻段最大约54公里，跨度约54公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-acvr8g-50400","马达加斯加8天主题游：马达加斯加门户城市到马达加斯加地方生活区","MG","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天让单一主题在4个目的地递进展开，体验有层次。 | Theme:旅行风格=主题游，围绕单一主题在多目的地递进展开，价值来自主题深度而非目的地数量。 | Transport:相邻段最大约61公里，跨度约61公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-xo6upn-50417","马绍尔群岛8天经典首访：马绍尔群岛门户城市到马绍尔群岛地方生活区","MH","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天适合串联4个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留4个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约63公里，跨度约63公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-9u2fok-50434","北马其顿8天经典首访：北马其顿门户城市到北马其顿地方生活区","MK","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天适合串联4个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留4个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约54公里，跨度约54公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-loaded-by-repository;not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-1cwkag7-50451","马里8天经典首访：马里门户城市到马里地方生活区","ML","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天适合串联4个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留4个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约62公里，跨度约62公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-1gpuc91-50468","缅甸8天公路自驾：缅甸门户城市到缅甸地方生活区","MM","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天为交通体验和沿线停留留出基本时间。 | Theme:旅行风格=公路自驾，把自驾公路作为体验主线，价值来自驾驶自由与多目的地差异。 | Transport:相邻段最大约61公里，跨度约61公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-1pi8trx-50485","蒙古7天经典首访：蒙古门户城市到蒙古地方生活区","MN","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天适合串联4个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留4个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约52公里，跨度约52公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-c0c1cd-50502","毛里塔尼亚7天铁路旅程：毛里塔尼亚门户城市到毛里塔尼亚地方生活区","MR","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天为交通体验和沿线停留留出基本时间。 | Theme:旅行风格=铁路旅程，把铁路过程作为体验主线，价值来自沿线风景与站点的有机串联。 | Transport:相邻段最大约61公里，跨度约61公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-1r394db-50519","马耳他7天主题游：马耳他门户城市到马耳他地方生活区","MT","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天让单一主题在4个目的地递进展开，体验有层次。 | Theme:旅行风格=主题游，围绕单一主题在多目的地递进展开，价值来自主题深度而非目的地数量。 | Transport:相邻段最大约56公里，跨度约56公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-1neaoca-50536","毛里求斯8天经典首访：毛里求斯门户城市到毛里求斯地方生活区","MU","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天适合串联4个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留4个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约61公里，跨度约61公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-sn12rp-50553","马尔代夫8天经典首访：马尔代夫门户城市到马尔代夫地方生活区","MV","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天适合串联4个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留4个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约63公里，跨度约63公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-1rmy3hs-50570","马拉维8天经典首访：马拉维门户城市到马拉维地方生活区","MW","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天适合串联4个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留4个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约62公里，跨度约62公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-1kr7jyk-50587","墨西哥8天公路自驾：墨西哥门户城市到墨西哥地方生活区","MX","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天为交通体验和沿线停留留出基本时间。 | Theme:旅行风格=公路自驾，把自驾公路作为体验主线，价值来自驾驶自由与多目的地差异。 | Transport:相邻段最大约60公里，跨度约60公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-oz0jla-50604","马来西亚8天经典首访：马来西亚门户城市到马来西亚地方生活区","MY","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天适合串联4个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留4个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约63公里，跨度约63公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-loaded-by-repository;not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-14axthh-50621","莫桑比克7天铁路旅程：莫桑比克门户城市到莫桑比克地方生活区","MZ","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天为交通体验和沿线停留留出基本时间。 | Theme:旅行风格=铁路旅程，把铁路过程作为体验主线，价值来自沿线风景与站点的有机串联。 | Transport:相邻段最大约62公里，跨度约62公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-19arsfv-50638","纳米比亚7天主题游：纳米比亚门户城市到纳米比亚地方生活区","NA","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天让单一主题在4个目的地递进展开，体验有层次。 | Theme:旅行风格=主题游，围绕单一主题在多目的地递进展开，价值来自主题深度而非目的地数量。 | Transport:相邻段最大约61公里，跨度约61公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-1heyixr-50655","尼日尔8天经典首访：尼日尔门户城市到尼日尔地方生活区","NE","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天适合串联4个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留4个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约62公里，跨度约62公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-14wb9kt-50672","尼日利亚8天经典首访：尼日利亚门户城市到尼日利亚地方生活区","NG","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天适合串联4个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留4个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约63公里，跨度约63公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-kv0h43-50689","尼加拉瓜7天经典首访：尼加拉瓜门户城市到尼加拉瓜地方生活区","NI","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天适合串联4个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留4个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约62公里，跨度约62公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-11j2l1t-50706","荷兰7天公路自驾：荷兰门户城市到荷兰地方生活区","NL","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天为交通体验和沿线停留留出基本时间。 | Theme:旅行风格=公路自驾，把自驾公路作为体验主线，价值来自驾驶自由与多目的地差异。 | Transport:相邻段最大约52公里，跨度约52公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-1bvmi9x-50723","挪威8天经典首访：挪威门户城市到挪威地方生活区","NO","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天适合串联4个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留4个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约45公里，跨度约45公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-loaded-by-repository;not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-197d48y-50740","尼泊尔7天铁路旅程：尼泊尔门户城市到尼泊尔地方生活区","NP","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天为交通体验和沿线停留留出基本时间。 | Theme:旅行风格=铁路旅程，把铁路过程作为体验主线，价值来自沿线风景与站点的有机串联。 | Transport:相邻段最大约59公里，跨度约59公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-10uy2w4-50757","瑙鲁7天主题游：瑙鲁门户城市到瑙鲁地方生活区","NR","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天让单一主题在4个目的地递进展开，体验有层次。 | Theme:旅行风格=主题游，围绕单一主题在多目的地递进展开，价值来自主题深度而非目的地数量。 | Transport:相邻段最大约63公里，跨度约63公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-191qtbw-50774","新西兰8天经典首访：新西兰门户城市到新西兰地方生活区","NZ","地缘/邻近国家路线","主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天适合串联4个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留4个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约54公里，跨度约54公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-tiyo5w-50791","阿曼8天经典首访：阿曼门户城市到阿曼地方生活区","OM","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天适合串联4个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留4个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约61公里，跨度约61公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
